Source,BGC,SS_NoSpace,Edatopic,Special,Codes,New Zone,New SS,NewBGCSS,Action,Based on:,Date_Updated
BECv10,MSdm3,MSdm3/04,D4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,A4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,A5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,A6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,B4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,B5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,B6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,C4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,C5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,C6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,D4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,D5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/05,D6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,C5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,C6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,D4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,D5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,D6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,E4,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,E5,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/06,E6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,B6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,B7,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,C6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,C7,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,D6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,D7,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,E6,NA,NA,,,,,,
BECv10,MSdm3,MSdm3/07,E7,NA,NA,,,,,,
BECv10,MSdv,MSdv/01,B4,NA,NA,,,,,,
BECv10,MSdv,MSdv/01,B5,NA,NA,,,,,,
BECv10,MSdv,MSdv/01,C4,NA,NA,,,,,,
BECv10,MSdv,MSdv/01,C5,NA,NA,,,,,,
BECv10,MSdv,MSdv/01,D4,NA,NA,,,,,,
BECv10,MSdv,MSdv/01,D5,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,A0,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,A1,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,A2,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,B0,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,B1,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,B2,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,C0,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,C1,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,C2,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,D0,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,D1,NA,NA,,,,,,
BECv10,MSdv,MSdv/02,D2,NA,NA,,,,,,
BECv10,MSdv,MSdv/03,A2,NA,NA,,,,,,
BECv10,MSdv,MSdv/03,A3,NA,NA,,,,,,
BECv10,MSdv,MSdv/03,B2,NA,NA,,,,,,
BECv10,MSdv,MSdv/03,B3,NA,NA,,,,,,
BECv10,MSdv,MSdv/04,B2,NA,NA,,,,,,
BECv10,MSdv,MSdv/04,B3,NA,NA,,,,,,
BECv10,MSdv,MSdv/04,C2,NA,NA,,,,,,
BECv10,MSdv,MSdv/04,C3,NA,NA,,,,,,
BECv10,MSdv,MSdv/04,D2,NA,NA,,,,,,
BECv10,MSdv,MSdv/04,D3,NA,NA,,,,,,
BECv10,MSdv,MSdv/05,B2,NA,NA,,,,,,
BECv10,MSdv,MSdv/05,B3,NA,NA,,,,,,
BECv10,MSdv,MSdv/05,C2,NA,NA,,,,,,
BECv10,MSdv,MSdv/05,C3,NA,NA,,,,,,
BECv10,MSdv,MSdv/05,D2,NA,NA,,,,,,
BECv10,MSdv,MSdv/05,D3,NA,NA,,,,,,
BECv10,MSdv,MSdv/06,B5,NA,NA,,,,,,
BECv10,MSdv,MSdv/06,C5,NA,NA,,,,,,
BECv10,MSdv,MSdv/06,D5,NA,NA,,,,,,
BECv10,MSdv,MSdv/07,B5,NA,NA,,,,,,
BECv10,MSdv,MSdv/07,C5,NA,NA,,,,,,
BECv10,MSdv,MSdv/07,D5,NA,NA,,,,,,
BECv10,MSdv,MSdv/08,B6,NA,NA,,,,,,
BECv10,MSdv,MSdv/08,B7,NA,NA,,,,,,
BECv10,MSdv,MSdv/08,C6,NA,NA,,,,,,
BECv10,MSdv,MSdv/08,C7,NA,NA,,,,,,
BECv10,MSdv,MSdv/08,D6,NA,NA,,,,,,
BECv10,MSdv,MSdv/08,D7,NA,NA,,,,,,
BECv10,MSdv,MSdv/09,B6,NA,NA,,,,,,
BECv10,MSdv,MSdv/09,B7,NA,NA,,,,,,
BECv10,MSdv,MSdv/09,C6,NA,NA,,,,,,
BECv10,MSdv,MSdv/09,C7,NA,NA,,,,,,
BECv10,MSdv,MSdv/09,D6,NA,NA,,,,,,
BECv10,MSdv,MSdv/09,D7,NA,NA,,,,,,
BECv11,MSdw,MSdw/101,B4,NA,NA,,,,,,
BECv11,MSdw,MSdw/101,C4,NA,NA,,,,,,
BECv11,MSdw,MSdw/101,D4,NA,NA,,,,,,
BECv11,MSdw,MSdw/102,B1,NA,NA,,,,,,
BECv11,MSdw,MSdw/102,B2,NA,NA,,,,,,
BECv11,MSdw,MSdw/102,C1,NA,NA,,,,,,
BECv11,MSdw,MSdw/103,B2,NA,NA,,,,,,
BECv11,MSdw,MSdw/103,C2,NA,NA,,,,,,
BECv11,MSdw,MSdw/103,D2,NA,NA,,,,,,
BECv11,MSdw,MSdw/104,B3,NA,NA,,,,,,
BECv11,MSdw,MSdw/104,B4,NA,NA,,,,,,
BECv11,MSdw,MSdw/104,C3,NA,NA,,,,,,
BECv11,MSdw,MSdw/104,D2,NA,NA,,,,,,
BECv11,MSdw,MSdw/104,D3,NA,NA,,,,,,
BECv11,MSdw,MSdw/110,C5,NA,NA,,,,,,
BECv11,MSdw,MSdw/110,D5,NA,NA,,,,,,
BECv11,MSdw,MSdw/110,E5,NA,NA,,,,,,
BECv11,MSdw,MSdw/111,C6,NA,NA,,,,,,
BECv11,MSdw,MSdw/111,C7,NA,NA,,,,,,
BECv11,MSdw,MSdw/111,D6,NA,NA,,,,,,
BECv11,MSdw,MSdw/111,D7,NA,NA,,,,,,
BECv11,MSdw,MSdw/111,E6,NA,NA,,,,,,
BECv11,MSdw,MSdw/111,E7,NA,NA,,,,,,
BECv11,MSdw,MSdw/112,B6,NA,NA,,,,,,
BECv11,MSdw,MSdw/112,B7,NA,NA,,,,,,
BECv11,MSdw,MSdw/Ro,A0,NA,NA,,,,,,
BECv11,MSdw,MSdw/Ro,B0,NA,NA,,,,,,
BECv11,MSdw,MSdw/Ro,C0,NA,NA,,,,,,
USA_2019,MSdw_MT,MSdw_MT/101,B3,NA,NA,MSdw_MT,101,MSdw_MT/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/101,B4,NA,NA,MSdw_MT,101,MSdw_MT/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/101,C3,NA,NA,MSdw_MT,101,MSdw_MT/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/101,C4,NA,NA,MSdw_MT,101,MSdw_MT/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/101,D3,NA,NA,MSdw_MT,101,MSdw_MT/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/101,D4,NA,NA,MSdw_MT,101,MSdw_MT/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/102,A1,NA,NA,MSdw_MT,102,MSdw_MT/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/102,B1,NA,NA,MSdw_MT,102,MSdw_MT/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/102,C1,NA,NA,MSdw_MT,102,MSdw_MT/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/102,D1,NA,NA,MSdw_MT,102,MSdw_MT/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/103,A2,NA,NA,MSdw_MT,103,MSdw_MT/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/103,B2,NA,NA,MSdw_MT,103,MSdw_MT/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/103,C2,NA,NA,MSdw_MT,103,MSdw_MT/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/103,D2,NA,NA,MSdw_MT,103,MSdw_MT/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/110,B5,NA,NA,MSdw_MT,110,MSdw_MT/110,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/110,C5,NA,NA,MSdw_MT,110,MSdw_MT/110,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/111,B6,NA,NA,MSdw_MT,111,MSdw_MT/111,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/111,C6,NA,NA,MSdw_MT,111,MSdw_MT/111,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/112,D5,NA,NA,MSdw_MT,112,MSdw_MT/112,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/112,E5,NA,NA,MSdw_MT,112,MSdw_MT/112,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/113,D6,NA,NA,MSdw_MT,113,MSdw_MT/113,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSdw_MT,MSdw_MT/113,E6,NA,NA,MSdw_MT,113,MSdw_MT/113,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/101,B3,NA,NA,MSmm_ID,101,MSmm_ID/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/101,B4,NA,NA,MSmm_ID,101,MSmm_ID/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/101,C3,NA,NA,MSmm_ID,101,MSmm_ID/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/101,C4,NA,NA,MSmm_ID,101,MSmm_ID/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/101,D3,NA,NA,MSmm_ID,101,MSmm_ID/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/101,D4,NA,NA,MSmm_ID,101,MSmm_ID/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/102,A1,NA,NA,MSmm_ID,102,MSmm_ID/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/102,B1,NA,NA,MSmm_ID,102,MSmm_ID/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/102,C1,NA,NA,MSmm_ID,102,MSmm_ID/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/102,D1,NA,NA,MSmm_ID,102,MSmm_ID/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/103,A2,NA,NA,MSmm_ID,103,MSmm_ID/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/103,B2,NA,NA,MSmm_ID,103,MSmm_ID/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/103,C2,NA,NA,MSmm_ID,103,MSmm_ID/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/103,D2,NA,NA,MSmm_ID,103,MSmm_ID/103,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/110,B5,NA,NA,MSmm_ID,110,MSmm_ID/110,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/110,C5,NA,NA,MSmm_ID,110,MSmm_ID/110,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/111,B6,NA,NA,MSmm_ID,111,MSmm_ID/111,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/111,C6,NA,NA,MSmm_ID,111,MSmm_ID/111,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/112,D5,NA,NA,MSmm_ID,112,MSmm_ID/112,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/112,E5,NA,NA,MSmm_ID,112,MSmm_ID/112,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/113,D6,NA,NA,MSmm_ID,113,MSmm_ID/113,added,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSmm_ID,MSmm_ID/113,E6,NA,NA,MSmm_ID,113,MSmm_ID/113,added,MS_28Oct2019.xlsx,2019-11-22
BECv10,MSmw1,MSmw1/01,A3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,A4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,B3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,B4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,C3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,C4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,D3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/01,D4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,A0,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,A1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,B0,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,B1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,C0,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,C1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,D0,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/02,D1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,A1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,A2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,A3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,B1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,B2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,B3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,C1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,C2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,C3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,D1,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,D2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/03,D3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,A2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,A3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,A4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,B2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,B3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,B4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,C2,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,C3,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/04,C4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/05,A4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/05,A5,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/05,B4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/05,B5,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/05,C4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/05,C5,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,C4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,C5,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,C6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,D4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,D5,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,D6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,E4,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,E5,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/06,E6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/07,D6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/07,D7,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/07,E6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/07,E7,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/08,C6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/08,C7,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/08,D6,NA,NA,,,,,,
BECv10,MSmw1,MSmw1/08,D7,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,A3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,A4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,B3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,B4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,C3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,C4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,D3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/01,D4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,A0,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,A1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,B0,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,B1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,C0,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,C1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,D0,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/02,D1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,A1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,A2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,A3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,B1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,B2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,B3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,C1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,C2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,C3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,D1,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,D2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/03,D3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,A2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,A3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,A4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,B2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,B3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,B4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,C2,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,C3,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/04,C4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/05,A4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/05,A5,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/05,B4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/05,B5,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/05,C4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/05,C5,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,C4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,C5,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,C6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,D4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,D5,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,D6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,E4,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,E5,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/06,E6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/07,D6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/07,D7,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/07,E6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/07,E7,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/08,C6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/08,C7,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/08,D6,NA,NA,,,,,,
BECv10,MSmw2,MSmw2/08,D7,NA,NA,,,,,,
USA_2019,MSSDun_NV,MSSDun_NV/110,B5,NA,NA,MSSDun_NV,110,MSSDun_NV/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/110,C5,NA,NA,MSSDun_NV,110,MSSDun_NV/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/110,D5,NA,NA,MSSDun_NV,110,MSSDun_NV/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/110,E5,NA,NA,MSSDun_NV,110,MSSDun_NV/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/111,B6,NA,NA,MSSDun_NV,111,MSSDun_NV/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/111,C6,NA,NA,MSSDun_NV,111,MSSDun_NV/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/111,D6,NA,NA,MSSDun_NV,111,MSSDun_NV/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/111,E6,NA,NA,MSSDun_NV,111,MSSDun_NV/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,A1,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,A2,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,B1,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,B2,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,B3,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,B4,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,C1,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,C2,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,C3,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,C4,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,D1,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,D2,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,D3,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSSDun_NV,MSSDun_NV/Gg,D4,NA,NA,MSSDun_NV,Gg,MSSDun_NV/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,MSxh_OR,MSxh_OR/101,B3,NA,NA,MSxh_OR,101,MSxh_OR/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/101,B4,NA,NA,MSxh_OR,101,MSxh_OR/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/101,C3,NA,NA,MSxh_OR,101,MSxh_OR/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/101,C4,NA,NA,MSxh_OR,101,MSxh_OR/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/101,D3,NA,NA,MSxh_OR,101,MSxh_OR/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/101,D4,NA,NA,MSxh_OR,101,MSxh_OR/101,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/102,A1,NA,NA,MSxh_OR,102,MSxh_OR/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/102,B1,NA,NA,MSxh_OR,102,MSxh_OR/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/102,C1,NA,NA,MSxh_OR,102,MSxh_OR/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/102,D1,NA,NA,MSxh_OR,102,MSxh_OR/102,,MS_28Oct2019.xlsx,2019-11-22
USA_2019,MSxh_OR,MSxh_OR/103,A2,NA,NA,MSxh_OR,103,MSxh_OR/103,,MS_28Oct2019.xlsx,2019-11-22
