Source,BGC,SS_NoSpace,Edatopic
Add_2021,ICHmw5,ICHmw5/Ro,B0
BECv10,ICHvc,ICHvc/01,D4
BECv10,ICHvc,ICHvc/01,C5
BECv10,ICHvc,ICHvc/01,C4
BECv10,ICHvc,ICHvc/01,B5
BECv10,ICHvc,ICHvc/01,B4
BECv10,ICHvc,ICHvc/01.1,D4
BECv10,ICHvc,ICHvc/01.1,C5
BECv10,ICHvc,ICHvc/01.1,C4
BECv10,ICHvc,ICHvc/01.1,B5
BECv10,ICHvc,ICHvc/01.1,B4
BECv10,ICHvc,ICHvc/01.2,D4
BECv10,ICHvc,ICHvc/01.2,C5
BECv10,ICHvc,ICHvc/01.2,C4
BECv10,ICHvc,ICHvc/01.2,B5
BECv10,ICHvc,ICHvc/01.2,B4
BECv10,ICHvc,ICHvc/02,C3
BECv10,ICHvc,ICHvc/02,C2
BECv10,ICHvc,ICHvc/02,C1
BECv10,ICHvc,ICHvc/02,B3
BECv10,ICHvc,ICHvc/02,B2
BECv10,ICHvc,ICHvc/02,B1
BECv10,ICHvc,ICHvc/02,A4
BECv10,ICHvc,ICHvc/02,A3
BECv10,ICHvc,ICHvc/02,A2
BECv10,ICHvc,ICHvc/02,A1
BECv10,ICHvc,ICHvc/02.1,C3
BECv10,ICHvc,ICHvc/02.1,C2
BECv10,ICHvc,ICHvc/02.1,C1
BECv10,ICHvc,ICHvc/02.1,B3
BECv10,ICHvc,ICHvc/02.1,B2
BECv10,ICHvc,ICHvc/02.1,B1
BECv10,ICHvc,ICHvc/02.1,A4
BECv10,ICHvc,ICHvc/02.1,A3
BECv10,ICHvc,ICHvc/02.1,A2
BECv10,ICHvc,ICHvc/02.1,A1
BECv10,ICHvc,ICHvc/02.2,C3
BECv10,ICHvc,ICHvc/02.2,C2
BECv10,ICHvc,ICHvc/02.2,C1
BECv10,ICHvc,ICHvc/02.2,B3
BECv10,ICHvc,ICHvc/02.2,B2
BECv10,ICHvc,ICHvc/02.2,B1
BECv10,ICHvc,ICHvc/02.2,A4
BECv10,ICHvc,ICHvc/02.2,A3
BECv10,ICHvc,ICHvc/02.2,A2
BECv10,ICHvc,ICHvc/02.2,A1
BECv10,ICHvc,ICHvc/03,E5
BECv10,ICHvc,ICHvc/03,E4
BECv10,ICHvc,ICHvc/03,D5
BECv10,ICHvc,ICHvc/03,D4
BECv10,ICHvc,ICHvc/03,C5
BECv10,ICHvc,ICHvc/03a,E5
BECv10,ICHvc,ICHvc/03a,E4
BECv10,ICHvc,ICHvc/03a,D5
BECv10,ICHvc,ICHvc/03a,D4
BECv10,ICHvc,ICHvc/03b,D5
BECv10,ICHvc,ICHvc/03b,D4
BECv10,ICHvc,ICHvc/03b,C5
BECv10,ICHvc,ICHvc/04,E6
BECv10,ICHvc,ICHvc/04,E5
BECv10,ICHvc,ICHvc/04,E4
BECv10,ICHvc,ICHvc/04,D6
BECv10,ICHvc,ICHvc/05,E6
BECv10,ICHvc,ICHvc/05,E5
BECv10,ICHvc,ICHvc/05,E4
BECv10,ICHvc,ICHvc/05,D6
BECv10,ICHvc,ICHvc/06,E7
BECv10,ICHvc,ICHvc/06,E6
BECv10,ICHvc,ICHvc/06,D7
BECv10,ICHvc,ICHvc/06,D6
BECv10,ICHvc,ICHvc/06,C7
BECv10,ICHvc,ICHvc/06,C6
Add_2021,ICHvc,ICHvc/Ro,A0
Add_2021,ICHvc,ICHvc/Ro,B0
USA_2019,ICHvk_ID,ICHvk_ID/101,D4
USA_2019,ICHvk_ID,ICHvk_ID/101,D3
USA_2019,ICHvk_ID,ICHvk_ID/101,C4
USA_2019,ICHvk_ID,ICHvk_ID/101,C3
USA_2019,ICHvk_ID,ICHvk_ID/101,B4
USA_2019,ICHvk_ID,ICHvk_ID/101,B3
USA_2019,ICHvk_ID,ICHvk_ID/102,D1
USA_2019,ICHvk_ID,ICHvk_ID/102,C1
USA_2019,ICHvk_ID,ICHvk_ID/102,B1
USA_2019,ICHvk_ID,ICHvk_ID/102,A1
USA_2019,ICHvk_ID,ICHvk_ID/103,D2
USA_2019,ICHvk_ID,ICHvk_ID/103,C2
USA_2019,ICHvk_ID,ICHvk_ID/103,B2
USA_2019,ICHvk_ID,ICHvk_ID/103,A2
USA_2019,ICHvk_ID,ICHvk_ID/110,C5
USA_2019,ICHvk_ID,ICHvk_ID/110,B5
USA_2019,ICHvk_ID,ICHvk_ID/111,C6
USA_2019,ICHvk_ID,ICHvk_ID/111,B6
USA_2019,ICHvk_ID,ICHvk_ID/112,E5
USA_2019,ICHvk_ID,ICHvk_ID/112,D5
USA_2019,ICHvk_ID,ICHvk_ID/113,E6
USA_2019,ICHvk_ID,ICHvk_ID/113,D6
Add_2021,ICHvk_ID,ICHvk_ID/Ro,A0
Add_2021,ICHvk_ID,ICHvk_ID/Ro,B0
BECv10,ICHvk1,ICHvk1/01,E5
BECv10,ICHvk1,ICHvk1/01,E4
BECv10,ICHvk1,ICHvk1/01,E3
BECv10,ICHvk1,ICHvk1/01,D5
BECv10,ICHvk1,ICHvk1/01,D4
BECv10,ICHvk1,ICHvk1/01,D3
BECv10,ICHvk1,ICHvk1/01,C5
BECv10,ICHvk1,ICHvk1/01,C4
BECv10,ICHvk1,ICHvk1/01,C3
BECv10,ICHvk1,ICHvk1/01,B5
BECv10,ICHvk1,ICHvk1/01,B4
BECv10,ICHvk1,ICHvk1/01,B3
BECv10,ICHvk1,ICHvk1/01,A5
BECv10,ICHvk1,ICHvk1/01,A4
BECv10,ICHvk1,ICHvk1/01,A3
BECv10,ICHvk1,ICHvk1/02,D2
BECv10,ICHvk1,ICHvk1/02,D1
BECv10,ICHvk1,ICHvk1/02,D0
BECv10,ICHvk1,ICHvk1/02,C2
BECv10,ICHvk1,ICHvk1/02,C1
BECv10,ICHvk1,ICHvk1/02,C0
BECv10,ICHvk1,ICHvk1/02,B2
BECv10,ICHvk1,ICHvk1/02,B1
BECv10,ICHvk1,ICHvk1/02,B0
BECv10,ICHvk1,ICHvk1/02,A2
BECv10,ICHvk1,ICHvk1/02,A1
BECv10,ICHvk1,ICHvk1/02,A0
BECv10,ICHvk1,ICHvk1/03,D3
BECv10,ICHvk1,ICHvk1/03,D2
BECv10,ICHvk1,ICHvk1/03,C3
BECv10,ICHvk1,ICHvk1/03,C2
BECv10,ICHvk1,ICHvk1/03,B3
BECv10,ICHvk1,ICHvk1/03,B2
BECv10,ICHvk1,ICHvk1/03,A3
BECv10,ICHvk1,ICHvk1/03,A2
BECv10,ICHvk1,ICHvk1/04,D4
BECv10,ICHvk1,ICHvk1/04,D3
BECv10,ICHvk1,ICHvk1/04,C4
BECv10,ICHvk1,ICHvk1/04,C3
BECv10,ICHvk1,ICHvk1/04,B4
BECv10,ICHvk1,ICHvk1/04,B3
BECv10,ICHvk1,ICHvk1/04,A4
BECv10,ICHvk1,ICHvk1/04,A3
BECv10,ICHvk1,ICHvk1/05,E6
BECv10,ICHvk1,ICHvk1/05,E5
BECv10,ICHvk1,ICHvk1/05,D6
BECv10,ICHvk1,ICHvk1/05,D5
BECv10,ICHvk1,ICHvk1/05,C6
BECv10,ICHvk1,ICHvk1/05,C5
BECv10,ICHvk1,ICHvk1/05,B6
BECv10,ICHvk1,ICHvk1/05,B5
BECv10,ICHvk1,ICHvk1/05,A6
BECv10,ICHvk1,ICHvk1/05,A5
BECv10,ICHvk1,ICHvk1/06,E7
BECv10,ICHvk1,ICHvk1/06,E6
BECv10,ICHvk1,ICHvk1/06,D7
BECv10,ICHvk1,ICHvk1/06,D6
BECv10,ICHvk1,ICHvk1/06,C7
BECv10,ICHvk1,ICHvk1/06,C6
BECv10,ICHvk1,ICHvk1/06,B7
BECv10,ICHvk1,ICHvk1/06,B6
BECv10,ICHvk2,ICHvk2/01,D5
BECv10,ICHvk2,ICHvk2/01,D4
BECv10,ICHvk2,ICHvk2/01,C5
BECv10,ICHvk2,ICHvk2/01,C4
BECv10,ICHvk2,ICHvk2/01,B4
BECv10,ICHvk2,ICHvk2/02,B1
BECv10,ICHvk2,ICHvk2/02,A1
BECv10,ICHvk2,ICHvk2/03,C2
BECv10,ICHvk2,ICHvk2/03,C1
BECv10,ICHvk2,ICHvk2/03,B2
BECv10,ICHvk2,ICHvk2/03,B1
BECv10,ICHvk2,ICHvk2/04,D3
BECv10,ICHvk2,ICHvk2/04,C3
BECv10,ICHvk2,ICHvk2/04,C2
BECv10,ICHvk2,ICHvk2/04,B4
BECv10,ICHvk2,ICHvk2/04,B3
BECv10,ICHvk2,ICHvk2/05,D6
BECv10,ICHvk2,ICHvk2/05,D5
BECv10,ICHvk2,ICHvk2/05,C6
BECv10,ICHvk2,ICHvk2/05,C5
BECv10,ICHvk2,ICHvk2/06,D7
BECv10,ICHvk2,ICHvk2/06,D6
BECv10,ICHvk2,ICHvk2/07,C7
BECv10,ICHvk2,ICHvk2/07,B7
BECv10,ICHvk2,ICHvk2/07,A7
Add_2021,ICHvk2,ICHvk2/Ro,A0
Add_2021,ICHvk2,ICHvk2/Ro,B0
BECv10,ICHwc,ICHwc/01,D4
BECv10,ICHwc,ICHwc/01,C4
BECv10,ICHwc,ICHwc/02,C1
BECv10,ICHwc,ICHwc/02,B2
BECv10,ICHwc,ICHwc/02,B1
BECv10,ICHwc,ICHwc/02,A2
BECv10,ICHwc,ICHwc/02,A1
BECv10,ICHwc,ICHwc/03,C3
BECv10,ICHwc,ICHwc/03,C2
BECv10,ICHwc,ICHwc/03,B4
BECv10,ICHwc,ICHwc/03,B3
BECv10,ICHwc,ICHwc/04,E4
BECv10,ICHwc,ICHwc/04,D5
BECv10,ICHwc,ICHwc/04,D4
BECv10,ICHwc,ICHwc/04,C5
BECv10,ICHwc,ICHwc/05,E5
BECv10,ICHwc,ICHwc/05,D5
BECv10,ICHwc,ICHwc/05,C5
BECv10,ICHwc,ICHwc/06,E6
BECv10,ICHwc,ICHwc/06,E5
BECv10,ICHwc,ICHwc/06,E4
BECv10,ICHwc,ICHwc/07,B7
BECv10,ICHwc,ICHwc/07,B6
BECv10,ICHwc,ICHwc/07,B5
BECv10,ICHwc,ICHwc/07,A6
BECv10,ICHwc,ICHwc/07,A5
BECv10,ICHwc,ICHwc/08,E7
BECv10,ICHwc,ICHwc/08,E6
BECv10,ICHwc,ICHwc/08,D7
BECv10,ICHwc,ICHwc/08,D6
BECv10,ICHwc,ICHwc/08,C7
BECv10,ICHwc,ICHwc/08,C6
Add_2021,ICHwc,ICHwc/Ro,A0
Add_2021,ICHwc,ICHwc/Ro,B0
BECv10,ICHwk1,ICHwk1/01,D4
BECv10,ICHwk1,ICHwk1/01,D3
BECv10,ICHwk1,ICHwk1/01,C4
BECv10,ICHwk1,ICHwk1/01,C3
BECv10,ICHwk1,ICHwk1/01,B4
BECv10,ICHwk1,ICHwk1/01,B3
BECv10,ICHwk1,ICHwk1/01,A4
BECv10,ICHwk1,ICHwk1/01,A3
BECv10,ICHwk1,ICHwk1/02,B2
BECv10,ICHwk1,ICHwk1/02,B1
BECv10,ICHwk1,ICHwk1/02,A2
BECv10,ICHwk1,ICHwk1/02,A1
BECv10,ICHwk1,ICHwk1/03,D2
BECv10,ICHwk1,ICHwk1/03,D1
BECv10,ICHwk1,ICHwk1/03,C2
BECv10,ICHwk1,ICHwk1/03,C1
BECv10,ICHwk1,ICHwk1/03,B2
BECv10,ICHwk1,ICHwk1/03,B1
BECv10,ICHwk1,ICHwk1/04,D3
BECv10,ICHwk1,ICHwk1/04,D2
BECv10,ICHwk1,ICHwk1/04,C3
BECv10,ICHwk1,ICHwk1/04,C2
BECv10,ICHwk1,ICHwk1/04,B3
BECv10,ICHwk1,ICHwk1/04,B2
BECv10,ICHwk1,ICHwk1/04,A3
BECv10,ICHwk1,ICHwk1/04,A2
BECv10,ICHwk1,ICHwk1/05,E6
BECv10,ICHwk1,ICHwk1/05,E5
BECv10,ICHwk1,ICHwk1/05,D6
BECv10,ICHwk1,ICHwk1/05,D5
BECv10,ICHwk1,ICHwk1/05,C6
BECv10,ICHwk1,ICHwk1/05,C5
BECv10,ICHwk1,ICHwk1/05,B6
BECv10,ICHwk1,ICHwk1/05,B5
BECv10,ICHwk1,ICHwk1/06,E6
BECv10,ICHwk1,ICHwk1/06,E5
BECv10,ICHwk1,ICHwk1/06,D6
BECv10,ICHwk1,ICHwk1/06,D5
BECv10,ICHwk1,ICHwk1/06,C6
BECv10,ICHwk1,ICHwk1/06,C5
BECv10,ICHwk1,ICHwk1/06,B6
BECv10,ICHwk1,ICHwk1/06,B5
BECv10,ICHwk1,ICHwk1/07,E7
BECv10,ICHwk1,ICHwk1/07,E6
BECv10,ICHwk1,ICHwk1/07,D7
BECv10,ICHwk1,ICHwk1/07,D6
BECv10,ICHwk1,ICHwk1/07,C7
BECv10,ICHwk1,ICHwk1/07,C6
BECv10,ICHwk1,ICHwk1/07,B7
BECv10,ICHwk1,ICHwk1/07,B6
BECv10,ICHwk1,ICHwk1/08,D7
BECv10,ICHwk1,ICHwk1/08,C7
BECv10,ICHwk1,ICHwk1/08,B7
BECv10,ICHwk1,ICHwk1/08,B6
BECv10,ICHwk1,ICHwk1/08,A7
BECv10,ICHwk1,ICHwk1/08,A6
Add_2021,ICHwk1,ICHwk1/Ro,A0
Add_2021,ICHwk1,ICHwk1/Ro,B0
BECv10,ICHwk2,ICHwk2/01,D5
BECv10,ICHwk2,ICHwk2/01,D4
BECv10,ICHwk2,ICHwk2/01,D3
BECv10,ICHwk2,ICHwk2/01,C5
BECv10,ICHwk2,ICHwk2/01,C4
BECv10,ICHwk2,ICHwk2/01,B5
BECv10,ICHwk2,ICHwk2/01,B4
BECv10,ICHwk2,ICHwk2/01a,D4
BECv10,ICHwk2,ICHwk2/01a,D3
BECv10,ICHwk2,ICHwk2/01a,C4
BECv10,ICHwk2,ICHwk2/01a,B4
BECv10,ICHwk2,ICHwk2/01b,D5
BECv10,ICHwk2,ICHwk2/01b,C5
BECv10,ICHwk2,ICHwk2/01b,B5
BECv10,ICHwk2,ICHwk2/02,B2
BECv10,ICHwk2,ICHwk2/02,B1
BECv10,ICHwk2,ICHwk2/02,A2
BECv10,ICHwk2,ICHwk2/02,A1
BECv10,ICHwk2,ICHwk2/03,D2
BECv10,ICHwk2,ICHwk2/03,D1
BECv10,ICHwk2,ICHwk2/03,C2
BECv10,ICHwk2,ICHwk2/03,C1
BECv10,ICHwk2,ICHwk2/04,D3
BECv10,ICHwk2,ICHwk2/04,C3
BECv10,ICHwk2,ICHwk2/04,B4
BECv10,ICHwk2,ICHwk2/04,B3
BECv10,ICHwk2,ICHwk2/04,B2
BECv10,ICHwk2,ICHwk2/04,A3
BECv10,ICHwk2,ICHwk2/04,A2
BECv10,ICHwk2,ICHwk2/05,D5
BECv10,ICHwk2,ICHwk2/05,C5
BECv10,ICHwk2,ICHwk2/05,B5
BECv10,ICHwk2,ICHwk2/06,D5
BECv10,ICHwk2,ICHwk2/06,C5
BECv10,ICHwk2,ICHwk2/06,B5
BECv10,ICHwk2,ICHwk2/07,E5
BECv10,ICHwk2,ICHwk2/07,D5
BECv10,ICHwk2,ICHwk2/08,E7
BECv10,ICHwk2,ICHwk2/08,E6
BECv10,ICHwk2,ICHwk2/08,D7
BECv10,ICHwk2,ICHwk2/08,D6
BECv10,ICHwk2,ICHwk2/08,C7
BECv10,ICHwk2,ICHwk2/08,C6
Add_2021,ICHwk2,ICHwk2/Ro,A0
Add_2021,ICHwk2,ICHwk2/Ro,B0
BECv10,ICHwk3,ICHwk3/01,D5
BECv10,ICHwk3,ICHwk3/01,D4
BECv10,ICHwk3,ICHwk3/01,C5
BECv10,ICHwk3,ICHwk3/01,C4
BECv10,ICHwk3,ICHwk3/01,C3
BECv10,ICHwk3,ICHwk3/01,B5
BECv10,ICHwk3,ICHwk3/01,B4
BECv10,ICHwk3,ICHwk3/01,B3
BECv10,ICHwk3,ICHwk3/02,B1
BECv10,ICHwk3,ICHwk3/02,A1
BECv10,ICHwk3,ICHwk3/03,C2
BECv10,ICHwk3,ICHwk3/03,B2
BECv10,ICHwk3,ICHwk3/04,D3
BECv10,ICHwk3,ICHwk3/04,D2
BECv10,ICHwk3,ICHwk3/04,C3
BECv10,ICHwk3,ICHwk3/04,C2
BECv10,ICHwk3,ICHwk3/05,D5
BECv10,ICHwk3,ICHwk3/05,C5
BECv10,ICHwk3,ICHwk3/05,B5
BECv10,ICHwk3,ICHwk3/06,E6
BECv10,ICHwk3,ICHwk3/06,D6
BECv10,ICHwk3,ICHwk3/06,C6
BECv10,ICHwk3,ICHwk3/06,B6
BECv10,ICHwk3,ICHwk3/07,C6
BECv10,ICHwk3,ICHwk3/07,B6
BECv10,ICHwk3,ICHwk3/08,C7
BECv10,ICHwk3,ICHwk3/08,B7
BECv10,ICHwk3,ICHwk3/08,A7
BECv10,ICHwk3,ICHwk3/09,E7
BECv10,ICHwk3,ICHwk3/09,D7
Add_2021,ICHwk3,ICHwk3/Ro,A0
Add_2021,ICHwk3,ICHwk3/Ro,B0
BECv10,ICHwk4,ICHwk4/01,D5
BECv10,ICHwk4,ICHwk4/01,D4
BECv10,ICHwk4,ICHwk4/01,D3
BECv10,ICHwk4,ICHwk4/01,C5
BECv10,ICHwk4,ICHwk4/01,C4
BECv10,ICHwk4,ICHwk4/01,B4
BECv10,ICHwk4,ICHwk4/01a,D4
BECv10,ICHwk4,ICHwk4/01a,D3
BECv10,ICHwk4,ICHwk4/01a,C4
BECv10,ICHwk4,ICHwk4/01a,B4
BECv10,ICHwk4,ICHwk4/01b,D5
BECv10,ICHwk4,ICHwk4/01b,C5
BECv10,ICHwk4,ICHwk4/02,B2
BECv10,ICHwk4,ICHwk4/02,B1
BECv10,ICHwk4,ICHwk4/02,A2
BECv10,ICHwk4,ICHwk4/02,A1
BECv10,ICHwk4,ICHwk4/03,D2
BECv10,ICHwk4,ICHwk4/03,D1
BECv10,ICHwk4,ICHwk4/03,C2
BECv10,ICHwk4,ICHwk4/03,C1
BECv10,ICHwk4,ICHwk4/04,B3
BECv10,ICHwk4,ICHwk4/04,B2
BECv10,ICHwk4,ICHwk4/04,A3
BECv10,ICHwk4,ICHwk4/04,A2
BECv10,ICHwk4,ICHwk4/05,D3
BECv10,ICHwk4,ICHwk4/05,C3
BECv10,ICHwk4,ICHwk4/05,B4
BECv10,ICHwk4,ICHwk4/05,B3
BECv10,ICHwk4,ICHwk4/05,B2
BECv10,ICHwk4,ICHwk4/06,C5
BECv10,ICHwk4,ICHwk4/06,B5
BECv10,ICHwk4,ICHwk4/07,E5
BECv10,ICHwk4,ICHwk4/07,D5
BECv10,ICHwk4,ICHwk4/07,C5
BECv10,ICHwk4,ICHwk4/08,E7
BECv10,ICHwk4,ICHwk4/08,E6
BECv10,ICHwk4,ICHwk4/08,D7
BECv10,ICHwk4,ICHwk4/08,D6
BECv10,ICHwk4,ICHwk4/08,C7
BECv10,ICHwk4,ICHwk4/08,C6
Add_2021,ICHwk4,ICHwk4/Ro,A0
Add_2021,ICHwk4,ICHwk4/Ro,B0
BECv12,ICHxm1,ICHxm1/101,B4
BECv12,ICHxm1,ICHxm1/101,C4
BECv12,ICHxm1,ICHxm1/102,A1
BECv12,ICHxm1,ICHxm1/102,B1
BECv12,ICHxm1,ICHxm1/102,C1
BECv12,ICHxm1,ICHxm1/103,B2
BECv12,ICHxm1,ICHxm1/103,C2
BECv12,ICHxm1,ICHxm1/104,B3
BECv12,ICHxm1,ICHxm1/104,C3
BECv12,ICHxm1,ICHxm1/104.1,B3
BECv12,ICHxm1,ICHxm1/104.1,C3
BECv12,ICHxm1,ICHxm1/104.2,B3
BECv12,ICHxm1,ICHxm1/104.2,C3
BECv12,ICHxm1,ICHxm1/110,C5
BECv12,ICHxm1,ICHxm1/110,D5
BECv12,ICHxm1,ICHxm1/110,B5
BECv12,ICHxm1,ICHxm1/110,D4
BECv12,ICHxm1,ICHxm1/111,C5
BECv12,ICHxm1,ICHxm1/111,C6
BECv12,ICHxm1,ICHxm1/111,D5
BECv12,ICHxm1,ICHxm1/111,D6
BECv12,ICHxm1,ICHxm1/112,B6
BECv12,ICHxm1,ICHxm1/112,B7
BECv12,ICHxm1,ICHxm1/112,C6
BECv12,ICHxm1,ICHxm1/112,C7
BECv12,ICHxm1,ICHxm1/112,D6
BECv12,ICHxm1,ICHxm1/112,D7
BECv12,ICHxm1,ICHxm1/Fm,E5
BECv12,ICHxm1,ICHxm1/Fm,E6
Add_2021,ICHxm1,ICHxm1/Ro,A0
Add_2021,ICHxm1,ICHxm1/Ro,B0
BECv10,ICHxw,ICHxw/101,D4
BECv10,ICHxw,ICHxw/101,C4
BECv10,ICHxw,ICHxw/101,B4
BECv10,ICHxw,ICHxw/102,B1
BECv10,ICHxw,ICHxw/102,A1
BECv10,ICHxw,ICHxw/103,C2
BECv10,ICHxw,ICHxw/103,B2
BECv10,ICHxw,ICHxw/104,C3
BECv10,ICHxw,ICHxw/104,C2
BECv10,ICHxw,ICHxw/104,B3
BECv10,ICHxw,ICHxw/110,D5
BECv10,ICHxw,ICHxw/110,D4
BECv10,ICHxw,ICHxw/110,C5
BECv10,ICHxw,ICHxw/111,D6
BECv10,ICHxw,ICHxw/111,D5
BECv10,ICHxw,ICHxw/111,C6
BECv10,ICHxw,ICHxw/111,C5
BECv10,ICHxw,ICHxw/112,D7
BECv10,ICHxw,ICHxw/112,D6
BECv10,ICHxw,ICHxw/112,C7
BECv10,ICHxw,ICHxw/112,C6
BECv10,ICHxw,ICHxw/113,E7
BECv10,ICHxw,ICHxw/113,E6
BECv10,ICHxw,ICHxw/113,D7
BECv10,ICHxw,ICHxw/113,D6
BECv12,ICHxw,ICHxw/Fm01,E5
BECv12,ICHxw,ICHxw/Fm01,E6
Add_2021,ICHxw,ICHxw/Ro,A0
Add_2021,ICHxw,ICHxw/Ro,B0
USA_2019,ICHxw_WA,ICHxw_WA/101,D4
USA_2019,ICHxw_WA,ICHxw_WA/101,D3
USA_2019,ICHxw_WA,ICHxw_WA/101,C4
USA_2019,ICHxw_WA,ICHxw_WA/101,C3
USA_2019,ICHxw_WA,ICHxw_WA/101,B4
USA_2019,ICHxw_WA,ICHxw_WA/101,B3
USA_2019,ICHxw_WA,ICHxw_WA/102,D1
USA_2019,ICHxw_WA,ICHxw_WA/102,C1
USA_2019,ICHxw_WA,ICHxw_WA/102,B1
USA_2019,ICHxw_WA,ICHxw_WA/102,A1
USA_2019,ICHxw_WA,ICHxw_WA/103,D2
USA_2019,ICHxw_WA,ICHxw_WA/103,C2
USA_2019,ICHxw_WA,ICHxw_WA/103,B2
USA_2019,ICHxw_WA,ICHxw_WA/103,A2
USA_2019,ICHxw_WA,ICHxw_WA/110,C5
USA_2019,ICHxw_WA,ICHxw_WA/110,B5
USA_2019,ICHxw_WA,ICHxw_WA/111,C6
USA_2019,ICHxw_WA,ICHxw_WA/111,B6
USA_2019,ICHxw_WA,ICHxw_WA/112,E5
USA_2019,ICHxw_WA,ICHxw_WA/112,D5
USA_2019,ICHxw_WA,ICHxw_WA/113,E6
USA_2019,ICHxw_WA,ICHxw_WA/113,D6
Add_2021,ICHxw_WA,ICHxw_WA/Ro,A0
Add_2021,ICHxw_WA,ICHxw_WA/Ro,B0
BECv10,ICHxwa,ICHxwa/101,D4
BECv10,ICHxwa,ICHxwa/101,C4
BECv10,ICHxwa,ICHxwa/101,B4
BECv10,ICHxwa,ICHxwa/102,B1
BECv10,ICHxwa,ICHxwa/102,A1
BECv10,ICHxwa,ICHxwa/103,C2
BECv10,ICHxwa,ICHxwa/103,B2
BECv10,ICHxwa,ICHxwa/104,C3
BECv10,ICHxwa,ICHxwa/104,C2
BECv10,ICHxwa,ICHxwa/104,B3
BECv10,ICHxwa,ICHxwa/110,D5
BECv10,ICHxwa,ICHxwa/110,D4
BECv10,ICHxwa,ICHxwa/110,C5
BECv10,ICHxwa,ICHxwa/111,D6
BECv10,ICHxwa,ICHxwa/111,D5
BECv10,ICHxwa,ICHxwa/111,C6
BECv10,ICHxwa,ICHxwa/111,C5
BECv10,ICHxwa,ICHxwa/112,D7
BECv10,ICHxwa,ICHxwa/112,D6
BECv10,ICHxwa,ICHxwa/112,C7
BECv10,ICHxwa,ICHxwa/112,C6
BECv10,ICHxwa,ICHxwa/113,E7
BECv10,ICHxwa,ICHxwa/113,E6
BECv10,ICHxwa,ICHxwa/113,D7
BECv10,ICHxwa,ICHxwa/113,D6
BECv12,ICHxwa,ICHxwa/Fm01,E5
BECv12,ICHxwa,ICHxwa/Fm01,E6
Add_2021,ICHxwa,ICHxwa/Ro,A0
Add_2021,ICHxwa,ICHxwa/Ro,B0
BECv10,IDFdc,IDFdc/01,D4
BECv10,IDFdc,IDFdc/01,D3
BECv10,IDFdc,IDFdc/01,C4
BECv10,IDFdc,IDFdc/01,C3
BECv10,IDFdc,IDFdc/01,B4
BECv10,IDFdc,IDFdc/01,B3
BECv10,IDFdc,IDFdc/01,A4
BECv10,IDFdc,IDFdc/01,A3
BECv10,IDFdc,IDFdc/02,D2
BECv10,IDFdc,IDFdc/02,D1
BECv10,IDFdc,IDFdc/02,D0
BECv10,IDFdc,IDFdc/02,C2
BECv10,IDFdc,IDFdc/02,C1
BECv10,IDFdc,IDFdc/02,C0
BECv10,IDFdc,IDFdc/02,B2
BECv10,IDFdc,IDFdc/02,B1
BECv10,IDFdc,IDFdc/02,B0
BECv10,IDFdc,IDFdc/02,A2
BECv10,IDFdc,IDFdc/02,A1
BECv10,IDFdc,IDFdc/02,A0
BECv10,IDFdc,IDFdc/03,D4
BECv10,IDFdc,IDFdc/03,D3
BECv10,IDFdc,IDFdc/03,D2
BECv10,IDFdc,IDFdc/03,C4
BECv10,IDFdc,IDFdc/03,C3
BECv10,IDFdc,IDFdc/03,C2
BECv10,IDFdc,IDFdc/03,B3
BECv10,IDFdc,IDFdc/03,B2
BECv10,IDFdc,IDFdc/03,A3
BECv10,IDFdc,IDFdc/03,A2
BECv10,IDFdc,IDFdc/04,E5
BECv10,IDFdc,IDFdc/04,E4
BECv10,IDFdc,IDFdc/04,D5
BECv10,IDFdc,IDFdc/04,D4
BECv10,IDFdc,IDFdc/04,C5
BECv10,IDFdc,IDFdc/04,C4
BECv10,IDFdc,IDFdc/04,B5
BECv10,IDFdc,IDFdc/04,B4
BECv10,IDFdc,IDFdc/04,A5
BECv10,IDFdc,IDFdc/04,A4
BECv10,IDFdc,IDFdc/05,E6
BECv10,IDFdc,IDFdc/05,E5
BECv10,IDFdc,IDFdc/05,D6
BECv10,IDFdc,IDFdc/05,D5
BECv10,IDFdc,IDFdc/05,C6
BECv10,IDFdc,IDFdc/05,C5
BECv10,IDFdc,IDFdc/05,B5
BECv10,IDFdc,IDFdc/06,E7
BECv10,IDFdc,IDFdc/06,E6
BECv10,IDFdc,IDFdc/06,D6
BECv10,IDFdc,IDFdc/06,C6
BECv10,IDFdc,IDFdc/06,C5
BECv10,IDFdc,IDFdc/06,B6
BECv10,IDFdc,IDFdc/06,B5
BECv10,IDFdc,IDFdc/07,E7
BECv10,IDFdc,IDFdc/07,D7
BECv10,IDFdc,IDFdc/07,D6
BECv10,IDFdc,IDFdc/07,C7
BECv10,IDFdc,IDFdc/07,C6
BECv10,IDFdc,IDFdc/07,B7
BECv10,IDFdc,IDFdc/07,B6
BECv10,IDFdc,IDFdc/08,E7
BECv10,IDFdc,IDFdc/08,D7
BECv10,IDFdc,IDFdc/08,C7
BECv10,IDFdc,IDFdc/08,B7
BECv10,IDFdc,IDFdc/Gg,D1
BECv10,IDFdc,IDFdc/Gg,C1
BECv12,IDFdh,IDFdh/101,D4
BECv12,IDFdh,IDFdh/101,C4
BECv12,IDFdh,IDFdh/101,B4
BECv12,IDFdh,IDFdh/102,C1
BECv12,IDFdh,IDFdh/102,B1
